ticker,SWIndustry1,SWIndustry2,SWIndustry3
300425.SZ,801160.SI,801162.SI,851641.SI
300426.SZ,801760.SI,801761.SI,852242.SI
300427.SZ,801730.SI,801732.SI,857321.SI
300428.SZ,801880.SI,801093.SI,850921.SI
300429.SZ,801030.SI,801034.SI,850339.SI
300430.SZ,801890.SI,801072.SI,850716.SI
300431.SZ,801760.SI,801752.SI,852221.SI
300432.SZ,801880.SI,801093.SI,850921.SI
300433.SZ,801080.SI,801085.SI,850852.SI
300434.SZ,801150.SI,801151.SI,851512.SI
300435.SZ,801160.SI,801163.SI,851631.SI
300436.SZ,801150.SI,801151.SI,851512.SI
300437.SZ,801030.SI,801034.SI,850339.SI
300438.SZ,801080.SI,801082.SI,850841.SI
300439.SZ,801150.SI,801153.SI,851551.SI
300440.SZ,801750.SI,801222.SI,852226.SI
300441.SZ,801890.SI,801072.SI,850716.SI
300442.SZ,801890.SI,801074.SI,850726.SI
300443.SZ,801730.SI,801733.SI,857332.SI
300444.SZ,801730.SI,801734.SI,857342.SI
300445.SZ,801890.SI,801073.SI,850731.SI
300446.SZ,801030.SI,801034.SI,850339.SI
300447.SZ,801730.SI,801734.SI,857344.SI
300448.SZ,801750.SI,801222.SI,852226.SI
300449.SZ,801750.SI,801101.SI,851021.SI
300450.SZ,801890.SI,801074.SI,850727.SI
300451.SZ,801750.SI,801222.SI,852225.SI
300452.SZ,801150.SI,801151.SI,851511.SI
300453.SZ,801150.SI,801153.SI,851551.SI
300454.SZ,801750.SI,801222.SI,852225.SI
300455.SZ,801750.SI,801101.SI,851021.SI
300456.SZ,801740.SI,801741.SI,857411.SI
300457.SZ,801890.SI,801074.SI,850727.SI
300458.SZ,801080.SI,801081.SI,850811.SI
300459.SZ,801760.SI,801752.SI,852222.SI
300460.SZ,801080.SI,801083.SI,850823.SI
300461.SZ,801890.SI,801074.SI,850727.SI
300462.SZ,801750.SI,801101.SI,851021.SI
300463.SZ,801150.SI,801153.SI,851551.SI
300464.SZ,801890.SI,801072.SI,850712.SI
300465.SZ,801750.SI,801222.SI,852225.SI
300466.SZ,801730.SI,801732.SI,857323.SI
300467.SZ,801760.SI,801752.SI,852223.SI
300468.SZ,801750.SI,801222.SI,852225.SI
300469.SZ,801750.SI,801222.SI,852225.SI
300470.SZ,801890.SI,801072.SI,850716.SI
300471.SZ,801890.SI,801074.SI,850727.SI
300472.SZ,801890.SI,801074.SI,850727.SI
300473.SZ,801880.SI,801093.SI,850921.SI
300474.SZ,801740.SI,801741.SI,857411.SI
300475.SZ,801110.SI,801111.SI,851115.SI
300476.SZ,801080.SI,801083.SI,850822.SI
300477.SZ,801730.SI,801734.SI,857342.SI
300478.SZ,801030.SI,801036.SI,850351.SI
300479.SZ,801750.SI,801101.SI,851021.SI
300480.SZ,801890.SI,801074.SI,850725.SI
300481.SZ,801030.SI,801034.SI,850339.SI
300482.SZ,801150.SI,801153.SI,851551.SI
300483.SZ,801890.SI,801074.SI,850727.SI
300484.SZ,801730.SI,801732.SI,857322.SI
300485.SZ,801150.SI,801152.SI,851531.SI
300486.SZ,801890.SI,801074.SI,850727.SI
300487.SZ,801030.SI,801034.SI,850339.SI
300488.SZ,801890.SI,801072.SI,850712.SI
300489.SZ,801050.SI,801051.SI,850521.SI
300490.SZ,801730.SI,801732.SI,857321.SI
300491.SZ,801730.SI,801733.SI,857335.SI
300492.SZ,801720.SI,801721.SI,850623.SI
300493.SZ,801080.SI,801081.SI,850811.SI
300494.SZ,801760.SI,801752.SI,852221.SI
300495.SZ,801720.SI,801725.SI,857251.SI
300496.SZ,801750.SI,801222.SI,852226.SI
300497.SZ,801150.SI,801151.SI,851511.SI
300498.SZ,801010.SI,801017.SI,850171.SI
300499.SZ,801890.SI,801074.SI,850727.SI
300500.SZ,801720.SI,801721.SI,850623.SI
300501.SZ,801140.SI,801141.SI,851421.SI
300502.SZ,801770.SI,801102.SI,851012.SI
300503.SZ,801890.SI,801072.SI,850716.SI
300504.SZ,801770.SI,801102.SI,851012.SI
300505.SZ,801030.SI,801034.SI,850383.SI
300506.SZ,801720.SI,801722.SI,857221.SI
300507.SZ,801880.SI,801093.SI,850921.SI
300508.SZ,801750.SI,801222.SI,852226.SI
300509.SZ,801890.SI,801074.SI,850726.SI
300510.SZ,801730.SI,801734.SI,857342.SI
300511.SZ,801010.SI,801016.SI,850112.SI
300512.SZ,801890.SI,801074.SI,850726.SI
300513.SZ,801770.SI,801102.SI,851014.SI
300514.SZ,801730.SI,801732.SI,857323.SI
300515.SZ,801890.SI,801073.SI,850731.SI
300516.SZ,801080.SI,801082.SI,850841.SI
300517.SZ,801720.SI,801724.SI,857241.SI
300518.SZ,801760.SI,801752.SI,852222.SI
300519.SZ,801150.SI,801155.SI,851521.SI
300520.SZ,801750.SI,801222.SI,852225.SI
300521.SZ,801890.SI,801074.SI,850726.SI
300522.SZ,801030.SI,801034.SI,850335.SI
300523.SZ,801750.SI,801222.SI,852226.SI
300525.SZ,801750.SI,801222.SI,852225.SI
300526.SZ,801130.SI,801132.SI,851327.SI
300527.SZ,801740.SI,801743.SI,857431.SI
300528.SZ,801760.SI,801761.SI,852242.SI
300529.SZ,801150.SI,801153.SI,851551.SI
300530.SZ,801030.SI,801034.SI,850339.SI
300531.SZ,801770.SI,801102.SI,851012.SI
300532.SZ,801750.SI,801222.SI,852226.SI
300533.SZ,801760.SI,801752.SI,852222.SI
300534.SZ,801150.SI,801155.SI,851521.SI
300535.SZ,801030.SI,801034.SI,850338.SI
300536.SZ,801720.SI,801725.SI,857251.SI
300537.SZ,801030.SI,801034.SI,850335.SI
300538.SZ,801030.SI,801036.SI,850353.SI
300539.SZ,801030.SI,801036.SI,850351.SI
300540.SZ,801890.SI,801074.SI,850727.SI
300541.SZ,801750.SI,801222.SI,852226.SI
300542.SZ,801750.SI,801222.SI,852225.SI
300543.SZ,801080.SI,801085.SI,850852.SI
300545.SZ,801080.SI,801084.SI,850831.SI
300546.SZ,801750.SI,801101.SI,851021.SI
300547.SZ,801880.SI,801093.SI,850921.SI
300548.SZ,801770.SI,801102.SI,851013.SI
300549.SZ,801890.SI,801074.SI,850727.SI
300550.SZ,801750.SI,801222.SI,852225.SI
300551.SZ,801890.SI,801074.SI,850727.SI
300552.SZ,801750.SI,801222.SI,852225.SI
300553.SZ,801890.SI,801073.SI,850731.SI
300554.SZ,801890.SI,801072.SI,850713.SI
300555.SZ,801770.SI,801102.SI,851013.SI
300556.SZ,801750.SI,801222.SI,852225.SI
300557.SZ,801890.SI,801073.SI,850731.SI
300558.SZ,801150.SI,801151.SI,851512.SI
300559.SZ,801750.SI,801222.SI,852225.SI
300560.SZ,801770.SI,801102.SI,851014.SI
300561.SZ,801750.SI,801222.SI,852225.SI
300562.SZ,801150.SI,801153.SI,851551.SI
300563.SZ,801770.SI,801102.SI,851013.SI
300564.SZ,801720.SI,801721.SI,850623.SI
300565.SZ,801770.SI,801102.SI,851013.SI
300566.SZ,801080.SI,801084.SI,850833.SI
300567.SZ,801890.SI,801073.SI,850731.SI
300568.SZ,801030.SI,801034.SI,850339.SI
300569.SZ,801730.SI,801733.SI,857332.SI
300570.SZ,801770.SI,801102.SI,851013.SI
300571.SZ,801770.SI,801102.SI,851014.SI
300572.SZ,801890.SI,801073.SI,850731.SI
300573.SZ,801150.SI,801151.SI,851512.SI
300575.SZ,801030.SI,801034.SI,850333.SI
300576.SZ,801030.SI,801034.SI,850335.SI
300577.SZ,801130.SI,801131.SI,851316.SI
300578.SZ,801770.SI,801223.SI,852211.SI
300579.SZ,801750.SI,801222.SI,852225.SI
300580.SZ,801880.SI,801093.SI,850921.SI
300581.SZ,801740.SI,801742.SI,857421.SI
300582.SZ,801080.SI,801084.SI,850832.SI
300583.SZ,801150.SI,801151.SI,851511.SI
300584.SZ,801150.SI,801151.SI,851512.SI
300585.SZ,801880.SI,801093.SI,850921.SI
300586.SZ,801030.SI,801036.SI,850351.SI
300587.SZ,801030.SI,801037.SI,850362.SI
300588.SZ,801750.SI,801222.SI,852225.SI
300589.SZ,801740.SI,801744.SI,850935.SI
300590.SZ,801770.SI,801102.SI,851012.SI
300591.SZ,801130.SI,801132.SI,851325.SI
300592.SZ,801720.SI,801722.SI,857221.SI
300593.SZ,801730.SI,801733.SI,857335.SI
300594.SZ,801890.SI,801076.SI,850936.SI
300595.SZ,801150.SI,801153.SI,851551.SI
300596.SZ,801030.SI,801034.SI,850339.SI
300597.SZ,801770.SI,801102.SI,851014.SI
300598.SZ,801750.SI,801222.SI,852225.SI
300599.SZ,801710.SI,801713.SI,850616.SI
300600.SZ,801740.SI,801744.SI,850935.SI
300601.SZ,801150.SI,801152.SI,851531.SI
300602.SZ,801080.SI,801085.SI,850852.SI
300603.SZ,801770.SI,801102.SI,851014.SI
300604.SZ,801890.SI,801074.SI,850727.SI
300605.SZ,801750.SI,801222.SI,852225.SI
300606.SZ,801890.SI,801072.SI,850713.SI
300607.SZ,801890.SI,801072.SI,850716.SI
300608.SZ,801750.SI,801222.SI,852225.SI
300609.SZ,801750.SI,801222.SI,852226.SI
300610.SZ,801030.SI,801034.SI,850339.SI
300611.SZ,801880.SI,801093.SI,850921.SI
300612.SZ,801760.SI,801751.SI,852243.SI
300613.SZ,801080.SI,801081.SI,850811.SI
300615.SZ,801770.SI,801102.SI,851013.SI
300616.SZ,801140.SI,801142.SI,851432.SI
300617.SZ,801730.SI,801734.SI,857344.SI
300618.SZ,801050.SI,801054.SI,850544.SI
300619.SZ,801890.SI,801074.SI,850727.SI
300620.SZ,801770.SI,801102.SI,851013.SI
300621.SZ,801720.SI,801722.SI,857221.SI
300622.SZ,801200.SI,801204.SI,852041.SI
300623.SZ,801080.SI,801081.SI,850812.SI
300624.SZ,801750.SI,801222.SI,852225.SI
300625.SZ,801080.SI,801084.SI,850832.SI
300626.SZ,801730.SI,801731.SI,850741.SI
300627.SZ,801770.SI,801102.SI,851012.SI
300628.SZ,801770.SI,801102.SI,851012.SI
300629.SZ,801890.SI,801072.SI,850713.SI
300630.SZ,801150.SI,801151.SI,851512.SI
300631.SZ,801160.SI,801162.SI,851641.SI
300632.SZ,801080.SI,801084.SI,850832.SI
300633.SZ,801150.SI,801153.SI,851551.SI
300634.SZ,801750.SI,801222.SI,852226.SI
300635.SZ,801720.SI,801724.SI,857244.SI
300636.SZ,801150.SI,801151.SI,851511.SI
300637.SZ,801030.SI,801034.SI,850339.SI
300638.SZ,801770.SI,801102.SI,851014.SI
300639.SZ,801150.SI,801153.SI,851551.SI
300640.SZ,801140.SI,801142.SI,851433.SI
300641.SZ,801030.SI,801034.SI,850339.SI
300642.SZ,801150.SI,801153.SI,851551.SI
300643.SZ,801880.SI,801093.SI,850921.SI
300644.SZ,801030.SI,801036.SI,850353.SI
300645.SZ,801750.SI,801222.SI,852226.SI
300647.SZ,801080.SI,801085.SI,850852.SI
300648.SZ,801890.SI,801073.SI,850731.SI
300649.SZ,801720.SI,801725.SI,857251.SI
300650.SZ,801080.SI,801084.SI,850832.SI
300651.SZ,801140.SI,801142.SI,851435.SI
300652.SZ,801880.SI,801093.SI,850921.SI
300653.SZ,801150.SI,801153.SI,851551.SI
300654.SZ,801760.SI,801761.SI,852241.SI
300655.SZ,801030.SI,801033.SI,850324.SI
300656.SZ,801080.SI,801082.SI,850841.SI
300657.SZ,801080.SI,801083.SI,850822.SI
300658.SZ,801130.SI,801131.SI,851316.SI
300659.SZ,801750.SI,801222.SI,852225.SI
300660.SZ,801730.SI,801731.SI,850741.SI
300661.SZ,801080.SI,801081.SI,850811.SI
300662.SZ,801210.SI,801215.SI,852151.SI
300663.SZ,801750.SI,801222.SI,852225.SI
300664.SZ,801160.SI,801164.SI,851621.SI
300665.SZ,801030.SI,801034.SI,850335.SI
300666.SZ,801080.SI,801081.SI,850813.SI
300667.SZ,801890.SI,801073.SI,850731.SI
300668.SZ,801720.SI,801721.SI,850623.SI
300669.SZ,801890.SI,801074.SI,850728.SI
300670.SZ,801730.SI,801734.SI,857342.SI
300671.SZ,801080.SI,801081.SI,850811.SI
300672.SZ,801080.SI,801081.SI,850811.SI
300673.SZ,801010.SI,801014.SI,850141.SI
300674.SZ,801750.SI,801222.SI,852226.SI
300675.SZ,801720.SI,801721.SI,850623.SI
300676.SZ,801150.SI,801153.SI,851551.SI
300677.SZ,801150.SI,801153.SI,851551.SI
300678.SZ,801750.SI,801222.SI,852226.SI
300679.SZ,801080.SI,801085.SI,850852.SI
300680.SZ,801880.SI,801093.SI,850921.SI
300681.SZ,801880.SI,801093.SI,850921.SI
300682.SZ,801750.SI,801222.SI,852226.SI
300683.SZ,801150.SI,801152.SI,851531.SI
300684.SZ,801030.SI,801034.SI,850339.SI
300685.SZ,801150.SI,801153.SI,851551.SI
300686.SZ,801080.SI,801085.SI,850852.SI
300687.SZ,801750.SI,801222.SI,852226.SI
300688.SZ,801230.SI,801231.SI,852311.SI
300689.SZ,801770.SI,801102.SI,851012.SI
300690.SZ,801030.SI,801034.SI,850339.SI
300691.SZ,801080.SI,801084.SI,850833.SI
300692.SZ,801160.SI,801164.SI,851621.SI
300693.SZ,801730.SI,801733.SI,857335.SI
300694.SZ,801880.SI,801093.SI,850921.SI
300695.SZ,801880.SI,801093.SI,850921.SI
300696.SZ,801740.SI,801742.SI,857421.SI
300697.SZ,801050.SI,801055.SI,850552.SI
300698.SZ,801770.SI,801102.SI,851013.SI
300699.SZ,801030.SI,801032.SI,850344.SI
300700.SZ,801890.SI,801072.SI,850713.SI
300701.SZ,801080.SI,801084.SI,850833.SI
300702.SZ,801150.SI,801151.SI,851512.SI
300703.SZ,801140.SI,801142.SI,851435.SI
300705.SZ,801150.SI,801151.SI,851512.SI
300706.SZ,801080.SI,801081.SI,850813.SI
300707.SZ,801880.SI,801093.SI,850921.SI
300708.SZ,801080.SI,801084.SI,850832.SI
300709.SZ,801080.SI,801085.SI,850852.SI
300710.SZ,801770.SI,801102.SI,851013.SI
300711.SZ,801770.SI,801102.SI,851012.SI
300712.SZ,801720.SI,801723.SI,857235.SI
300713.SZ,801730.SI,801733.SI,857335.SI
300715.SZ,801710.SI,801713.SI,850614.SI
300716.SZ,801030.SI,801036.SI,850353.SI
300717.SZ,801030.SI,801036.SI,850351.SI
300718.SZ,801890.SI,801072.SI,850712.SI
300719.SZ,801740.SI,801742.SI,857421.SI
300720.SZ,801890.SI,801073.SI,850731.SI
300721.SZ,801030.SI,801034.SI,850339.SI
300722.SZ,801740.SI,801741.SI,857411.SI
300723.SZ,801150.SI,801151.SI,851512.SI
300724.SZ,801890.SI,801074.SI,850727.SI
300725.SZ,801150.SI,801151.SI,851511.SI
300726.SZ,801080.SI,801083.SI,850823.SI
300727.SZ,801030.SI,801034.SI,850338.SI
300729.SZ,801140.SI,801142.SI,851433.SI
300730.SZ,801750.SI,801222.SI,852225.SI
300731.SZ,801030.SI,801037.SI,850362.SI
300732.SZ,801720.SI,801723.SI,857232.SI
300733.SZ,801880.SI,801093.SI,850921.SI
300735.SZ,801080.SI,801085.SI,850851.SI
300736.SZ,801080.SI,801082.SI,850841.SI
300737.SZ,801710.SI,801713.SI,850614.SI
300738.SZ,801750.SI,801222.SI,852226.SI
300739.SZ,801080.SI,801083.SI,850822.SI
300740.SZ,801030.SI,801034.SI,850334.SI
300741.SZ,801120.SI,801124.SI,851244.SI
300742.SZ,801880.SI,801093.SI,850921.SI
300743.SZ,801030.SI,801034.SI,850339.SI
300745.SZ,801730.SI,801732.SI,857322.SI
300746.SZ,801720.SI,801721.SI,850623.SI
300747.SZ,801080.SI,801082.SI,850841.SI
300748.SZ,801050.SI,801051.SI,850522.SI
300749.SZ,801140.SI,801142.SI,851432.SI
300750.SZ,801730.SI,801733.SI,857335.SI
300751.SZ,801890.SI,801074.SI,850727.SI
300752.SZ,801080.SI,801084.SI,850832.SI
300753.SZ,801150.SI,801153.SI,851551.SI
300755.SZ,801200.SI,801204.SI,852041.SI
300756.SZ,801890.SI,801074.SI,850727.SI
300757.SZ,801890.SI,801074.SI,850727.SI
300758.SZ,801030.SI,801034.SI,850335.SI
300759.SZ,801150.SI,801156.SI,851561.SI
300760.SZ,801150.SI,801153.SI,851551.SI
300761.SZ,801010.SI,801017.SI,850171.SI
300762.SZ,801740.SI,801743.SI,857431.SI
300763.SZ,801730.SI,801733.SI,857333.SI
300765.SZ,801150.SI,801151.SI,851511.SI
300766.SZ,801750.SI,801222.SI,852226.SI
300767.SZ,801030.SI,801037.SI,850362.SI
300768.SZ,801750.SI,801222.SI,852225.SI
300769.SZ,801030.SI,801034.SI,850339.SI
300770.SZ,801760.SI,801752.SI,852221.SI
300771.SZ,801750.SI,801101.SI,851021.SI
300772.SZ,801730.SI,801733.SI,857332.SI
300773.SZ,801750.SI,801222.SI,852226.SI
300775.SZ,801740.SI,801742.SI,857421.SI
300776.SZ,801890.SI,801074.SI,850727.SI
300777.SZ,801030.SI,801032.SI,850344.SI
300778.SZ,801720.SI,801721.SI,850623.SI
300779.SZ,801160.SI,801162.SI,851641.SI
300780.SZ,801890.SI,801072.SI,850712.SI
300781.SZ,801760.SI,801751.SI,852243.SI
300782.SZ,801080.SI,801081.SI,850811.SI
300783.SZ,801120.SI,801124.SI,851244.SI
300785.SZ,801760.SI,801752.SI,852221.SI
300786.SZ,801890.SI,801074.SI,850729.SI
300787.SZ,801080.SI,801085.SI,850852.SI
300788.SZ,801760.SI,801761.SI,852241.SI
300789.SZ,801750.SI,801101.SI,851021.SI
300790.SZ,801080.SI,801084.SI,850833.SI
300791.SZ,801120.SI,801124.SI,851244.SI
300792.SZ,801760.SI,801751.SI,852243.SI
300793.SZ,801080.SI,801085.SI,850851.SI
300795.SZ,801210.SI,801215.SI,852151.SI
300796.SZ,801030.SI,801034.SI,850333.SI
300797.SZ,801230.SI,801231.SI,852311.SI
300798.SZ,801030.SI,801034.SI,850338.SI
300799.SZ,801750.SI,801222.SI,852225.SI
300800.SZ,801890.SI,801074.SI,850729.SI
300801.SZ,801030.SI,801034.SI,850339.SI
300802.SZ,801890.SI,801074.SI,850727.SI
300803.SZ,801750.SI,801222.SI,852225.SI
300805.SZ,801760.SI,801751.SI,852243.SI
300806.SZ,801030.SI,801034.SI,850339.SI
300807.SZ,801750.SI,801101.SI,851021.SI
300808.SZ,801080.SI,801084.SI,850832.SI
300809.SZ,801890.SI,801072.SI,850711.SI
300810.SZ,801740.SI,801744.SI,850935.SI
300811.SZ,801050.SI,801051.SI,850522.SI
300812.SZ,801890.SI,801074.SI,850727.SI
300813.SZ,801890.SI,801074.SI,850727.SI
300815.SZ,801160.SI,801162.SI,851641.SI
300816.SZ,801880.SI,801093.SI,850921.SI
300817.SZ,801890.SI,801072.SI,850712.SI
300818.SZ,801890.SI,801072.SI,850713.SI
300819.SZ,801130.SI,801131.SI,851316.SI
300820.SZ,801730.SI,801733.SI,857333.SI
300821.SZ,801030.SI,801034.SI,850339.SI
300822.SZ,801080.SI,801085.SI,850852.SI
300823.SZ,801890.SI,801074.SI,850727.SI
300825.SZ,801880.SI,801092.SI,850941.SI
300826.SZ,801720.SI,801724.SI,857244.SI
300827.SZ,801730.SI,801733.SI,857333.SI
300828.SZ,801050.SI,801055.SI,850551.SI
300829.SZ,801010.SI,801012.SI,850154.SI
300830.SZ,801750.SI,801222.SI,852225.SI
300831.SZ,801080.SI,801081.SI,850812.SI
300832.SZ,801150.SI,801153.SI,851551.SI
300833.SZ,801890.SI,801074.SI,850727.SI
300835.SZ,801050.SI,801051.SI,850522.SI
300836.SZ,NaN,NaN,NaN
600000.SH,801780.SI,801192.SI,851911.SI
600004.SH,801170.SI,801174.SI,851751.SI
600006.SH,801880.SI,801094.SI,850912.SI
600007.SH,801180.SI,801181.SI,851811.SI
600008.SH,801160.SI,801164.SI,851621.SI
600009.SH,801170.SI,801174.SI,851751.SI
600010.SH,801040.SI,801041.SI,850411.SI
600011.SH,801160.SI,801161.SI,851611.SI
600012.SH,801170.SI,801175.SI,851731.SI
600015.SH,801780.SI,801192.SI,851911.SI
600016.SH,801780.SI,801192.SI,851911.SI
600017.SH,801170.SI,801171.SI,851711.SI
600018.SH,801170.SI,801171.SI,851711.SI
600019.SH,801040.SI,801041.SI,850411.SI
600020.SH,801170.SI,801175.SI,851731.SI
600021.SH,801160.SI,801161.SI,851611.SI
600022.SH,801040.SI,801041.SI,850411.SI
600023.SH,801160.SI,801161.SI,851611.SI
600025.SH,801160.SI,801161.SI,851612.SI
600026.SH,801170.SI,801176.SI,851761.SI
600027.SH,801160.SI,801161.SI,851611.SI
600028.SH,801030.SI,801035.SI,850311.SI
600029.SH,801170.SI,801173.SI,851741.SI
600030.SH,801790.SI,801193.SI,851931.SI
600031.SH,801890.SI,801074.SI,850722.SI
600033.SH,801170.SI,801175.SI,851731.SI
600035.SH,801170.SI,801175.SI,851731.SI
600036.SH,801780.SI,801192.SI,851911.SI
600037.SH,801760.SI,801761.SI,852224.SI
600038.SH,801740.SI,801742.SI,857421.SI
600039.SH,801720.SI,801723.SI,857232.SI
600048.SH,801180.SI,801181.SI,851811.SI
600050.SH,801770.SI,801223.SI,852211.SI
600051.SH,801230.SI,801231.SI,852311.SI
600052.SH,801180.SI,801181.SI,851811.SI
600053.SH,801790.SI,801191.SI,851921.SI
600054.SH,801210.SI,801212.SI,852112.SI
600055.SH,801150.SI,801153.SI,851551.SI
600056.SH,801150.SI,801154.SI,851541.SI
600057.SH,801170.SI,801178.SI,851781.SI
600058.SH,801200.SI,801202.SI,852021.SI
600059.SH,801120.SI,801123.SI,851236.SI
600060.SH,801110.SI,801112.SI,851121.SI
600061.SH,801790.SI,801193.SI,851931.SI
600062.SH,801150.SI,801151.SI,851512.SI
600063.SH,801030.SI,801032.SI,850342.SI
600064.SH,801180.SI,801182.SI,851821.SI
600066.SH,801880.SI,801094.SI,850913.SI
600067.SH,801180.SI,801181.SI,851811.SI
600068.SH,801720.SI,801723.SI,857233.SI
600069.SH,801140.SI,801143.SI,851411.SI
600070.SH,801230.SI,801231.SI,852311.SI
600071.SH,801080.SI,801082.SI,850841.SI
600072.SH,801740.SI,801744.SI,850935.SI
600073.SH,801120.SI,801124.SI,851241.SI
600075.SH,801030.SI,801033.SI,850322.SI
600076.SH,801140.SI,801141.SI,851421.SI
600077.SH,801180.SI,801181.SI,851811.SI
600078.SH,801030.SI,801034.SI,850383.SI
600079.SH,801150.SI,801151.SI,851512.SI
600080.SH,801150.SI,801152.SI,851531.SI
600081.SH,801880.SI,801093.SI,850921.SI
600082.SH,801180.SI,801182.SI,851821.SI
600083.SH,801230.SI,801231.SI,852311.SI
600084.SH,801120.SI,801123.SI,851235.SI
600085.SH,801150.SI,801155.SI,851521.SI
600086.SH,801140.SI,801142.SI,851434.SI
600088.SH,801760.SI,801761.SI,852242.SI
600089.SH,801730.SI,801734.SI,857341.SI
600090.SH,801150.SI,801154.SI,851541.SI
600091.SH,801030.SI,801033.SI,850322.SI
600093.SH,801790.SI,801191.SI,851921.SI
600094.SH,801180.SI,801181.SI,851811.SI
600095.SH,801180.SI,801181.SI,851811.SI
600096.SH,801030.SI,801034.SI,850332.SI
600097.SH,801010.SI,801015.SI,850121.SI
600098.SH,801160.SI,801161.SI,851611.SI
600099.SH,801880.SI,801881.SI,858811.SI
600100.SH,801750.SI,801101.SI,851021.SI
600101.SH,801160.SI,801161.SI,851612.SI
600103.SH,801140.SI,801143.SI,851411.SI
600104.SH,801880.SI,801094.SI,850911.SI
600105.SH,801770.SI,801102.SI,851013.SI
600106.SH,801170.SI,801175.SI,851731.SI
600107.SH,801130.SI,801132.SI,851322.SI
600108.SH,801010.SI,801016.SI,850113.SI
600109.SH,801790.SI,801193.SI,851931.SI
600110.SH,801080.SI,801082.SI,850841.SI
600111.SH,801050.SI,801054.SI,850541.SI
600112.SH,801730.SI,801734.SI,857342.SI
600113.SH,801200.SI,801205.SI,852052.SI
600114.SH,801050.SI,801051.SI,850521.SI
600115.SH,801170.SI,801173.SI,851741.SI
600116.SH,801160.SI,801161.SI,851612.SI
600117.SH,801040.SI,801041.SI,850412.SI
600118.SH,801740.SI,801741.SI,857411.SI
600119.SH,801170.SI,801178.SI,851781.SI
600120.SH,801790.SI,801191.SI,851921.SI
600121.SH,801020.SI,801021.SI,850221.SI
600122.SH,801200.SI,801204.SI,852041.SI
600123.SH,801020.SI,801021.SI,850221.SI
600125.SH,801170.SI,801177.SI,851771.SI
600126.SH,801040.SI,801041.SI,850411.SI
600127.SH,801010.SI,801012.SI,850152.SI
600128.SH,801230.SI,801231.SI,852311.SI
600129.SH,801150.SI,801155.SI,851521.SI
600130.SH,801770.SI,801102.SI,851012.SI
600131.SH,801160.SI,801161.SI,851612.SI
600132.SH,801120.SI,801123.SI,851232.SI
600133.SH,801720.SI,801723.SI,857235.SI
600135.SH,801140.SI,801142.SI,851433.SI
600136.SH,801760.SI,801761.SI,852242.SI
600137.SH,801130.SI,801132.SI,851327.SI
600138.SH,801210.SI,801214.SI,852131.SI
600139.SH,801230.SI,801231.SI,852311.SI
600141.SH,801030.SI,801034.SI,850383.SI
600143.SH,801030.SI,801036.SI,850353.SI
600145.SH,801200.SI,801202.SI,852021.SI
600146.SH,801130.SI,801132.SI,851323.SI
600148.SH,801880.SI,801093.SI,850921.SI
600149.SH,801230.SI,801231.SI,852311.SI
600150.SH,801740.SI,801744.SI,850935.SI
600151.SH,801730.SI,801733.SI,857333.SI
600152.SH,801080.SI,801082.SI,850841.SI
600153.SH,801170.SI,801178.SI,851781.SI
600155.SH,801790.SI,801193.SI,851931.SI
600156.SH,801130.SI,801131.SI,851316.SI
600157.SH,801020.SI,801021.SI,850221.SI
600158.SH,801760.SI,801761.SI,852244.SI
600159.SH,801180.SI,801181.SI,851811.SI
600160.SH,801030.SI,801034.SI,850382.SI
600161.SH,801150.SI,801152.SI,851531.SI
600162.SH,801180.SI,801181.SI,851811.SI
600163.SH,801160.SI,801161.SI,851615.SI
600165.SH,801030.SI,801034.SI,850339.SI
600166.SH,801880.SI,801094.SI,850912.SI
600167.SH,801160.SI,801161.SI,851614.SI
600168.SH,801160.SI,801164.SI,851621.SI
600169.SH,801890.SI,801074.SI,850724.SI
600170.SH,801720.SI,801721.SI,850623.SI
600171.SH,801080.SI,801081.SI,850811.SI
600172.SH,801890.SI,801072.SI,850713.SI
600173.SH,801180.SI,801181.SI,851811.SI
600175.SH,801230.SI,801231.SI,852311.SI
600176.SH,801030.SI,801034.SI,850373.SI
600177.SH,801180.SI,801181.SI,851811.SI
600178.SH,801880.SI,801093.SI,850921.SI
600179.SH,801170.SI,801178.SI,851781.SI
600180.SH,801170.SI,801178.SI,851781.SI
600182.SH,801030.SI,801037.SI,850361.SI
600183.SH,801080.SI,801083.SI,850822.SI
600184.SH,801740.SI,801743.SI,857431.SI
600185.SH,801180.SI,801181.SI,851811.SI
600186.SH,801120.SI,801124.SI,851242.SI
600187.SH,801160.SI,801164.SI,851621.SI
600188.SH,801020.SI,801021.SI,850221.SI
600189.SH,801120.SI,801123.SI,851234.SI
600190.SH,801170.SI,801171.SI,851711.SI
600191.SH,801010.SI,801012.SI,850154.SI
600192.SH,801730.SI,801734.SI,857342.SI
600193.SH,801720.SI,801722.SI,857221.SI
600195.SH,801010.SI,801018.SI,850181.SI
600196.SH,801150.SI,801152.SI,851531.SI
600197.SH,801120.SI,801123.SI,851231.SI
600198.SH,801080.SI,801081.SI,850811.SI
600199.SH,801120.SI,801123.SI,851231.SI
600200.SH,801150.SI,801151.SI,851512.SI
600201.SH,801010.SI,801018.SI,850181.SI
600202.SH,801730.SI,801733.SI,857334.SI
600203.SH,801080.SI,801085.SI,850852.SI
600206.SH,801050.SI,801051.SI,850523.SI
600207.SH,801730.SI,801733.SI,857333.SI
600208.SH,801180.SI,801181.SI,851811.SI
