ticker,SWIndustry1,SWIndustry2,SWIndustry3
600897.SH,801170.SI,801174.SI,851751.SI
600898.SH,801200.SI,801204.SI,852041.SI
600900.SH,801160.SI,801161.SI,851612.SI
600901.SH,801790.SI,801191.SI,851921.SI
600903.SH,801160.SI,801163.SI,851631.SI
600908.SH,801780.SI,801192.SI,851911.SI
600909.SH,801790.SI,801193.SI,851931.SI
600917.SH,801160.SI,801163.SI,851631.SI
600919.SH,801780.SI,801192.SI,851911.SI
600926.SH,801780.SI,801192.SI,851911.SI
600928.SH,801780.SI,801192.SI,851911.SI
600929.SH,801030.SI,801033.SI,850322.SI
600933.SH,801880.SI,801093.SI,850921.SI
600936.SH,801760.SI,801761.SI,852224.SI
600939.SH,801720.SI,801721.SI,850623.SI
600958.SH,801790.SI,801193.SI,851931.SI
600959.SH,801760.SI,801761.SI,852224.SI
600960.SH,801880.SI,801093.SI,850921.SI
600961.SH,801050.SI,801055.SI,850553.SI
600962.SH,801010.SI,801012.SI,850151.SI
600963.SH,801140.SI,801143.SI,851411.SI
600965.SH,801210.SI,801215.SI,852151.SI
600966.SH,801140.SI,801143.SI,851411.SI
600967.SH,801740.SI,801743.SI,857431.SI
600968.SH,801020.SI,801024.SI,850241.SI
600969.SH,801160.SI,801161.SI,851612.SI
600970.SH,801720.SI,801724.SI,857243.SI
600971.SH,801020.SI,801021.SI,850221.SI
600973.SH,801730.SI,801734.SI,857344.SI
600975.SH,801010.SI,801017.SI,850171.SI
600976.SH,801150.SI,801155.SI,851521.SI
600977.SH,801760.SI,801761.SI,852242.SI
600978.SH,801140.SI,801142.SI,851432.SI
600979.SH,801160.SI,801161.SI,851612.SI
600980.SH,801050.SI,801051.SI,850522.SI
600981.SH,801200.SI,801202.SI,852021.SI
600982.SH,801160.SI,801161.SI,851614.SI
600983.SH,801110.SI,801111.SI,851113.SI
600984.SH,801890.SI,801074.SI,850722.SI
600985.SH,801020.SI,801021.SI,850221.SI
600986.SH,801760.SI,801751.SI,852243.SI
600987.SH,801130.SI,801131.SI,851314.SI
600988.SH,801050.SI,801053.SI,850531.SI
600989.SH,801020.SI,801021.SI,850222.SI
600990.SH,801740.SI,801743.SI,857431.SI
600992.SH,801890.SI,801075.SI,850751.SI
600993.SH,801150.SI,801155.SI,851521.SI
600995.SH,801160.SI,801161.SI,851612.SI
600996.SH,801760.SI,801761.SI,852224.SI
600997.SH,801020.SI,801021.SI,850221.SI
600998.SH,801150.SI,801154.SI,851541.SI
600999.SH,801790.SI,801193.SI,851931.SI
601000.SH,801170.SI,801171.SI,851711.SI
601001.SH,801020.SI,801021.SI,850221.SI
601002.SH,801890.SI,801072.SI,850712.SI
601003.SH,801040.SI,801041.SI,850411.SI
601005.SH,801040.SI,801041.SI,850411.SI
601006.SH,801170.SI,801177.SI,851771.SI
601007.SH,801210.SI,801213.SI,852121.SI
601008.SH,801170.SI,801171.SI,851711.SI
601009.SH,801780.SI,801192.SI,851911.SI
601010.SH,801200.SI,801203.SI,852031.SI
601011.SH,801020.SI,801021.SI,850222.SI
601012.SH,801730.SI,801733.SI,857333.SI
601015.SH,801020.SI,801021.SI,850222.SI
601016.SH,801160.SI,801161.SI,851615.SI
601018.SH,801170.SI,801171.SI,851711.SI
601019.SH,801760.SI,801761.SI,852241.SI
601020.SH,801050.SI,801055.SI,850553.SI
601021.SH,801170.SI,801173.SI,851741.SI
601028.SH,801890.SI,801075.SI,850751.SI
601038.SH,801890.SI,801074.SI,850723.SI
601058.SH,801030.SI,801037.SI,850361.SI
601066.SH,801790.SI,801193.SI,851931.SI
601068.SH,801720.SI,801724.SI,857244.SI
601069.SH,801050.SI,801053.SI,850531.SI
601077.SH,801780.SI,801192.SI,851911.SI
601086.SH,801200.SI,801203.SI,852031.SI
601088.SH,801020.SI,801021.SI,850221.SI
601098.SH,801760.SI,801761.SI,852241.SI
601099.SH,801790.SI,801193.SI,851931.SI
601100.SH,801890.SI,801072.SI,850712.SI
601101.SH,801020.SI,801021.SI,850221.SI
601106.SH,801890.SI,801074.SI,850725.SI
601107.SH,801170.SI,801175.SI,851731.SI
601108.SH,801790.SI,801193.SI,851931.SI
601111.SH,801170.SI,801173.SI,851741.SI
601113.SH,801200.SI,801203.SI,852033.SI
601116.SH,801200.SI,801203.SI,852032.SI
601117.SH,801720.SI,801724.SI,857242.SI
601118.SH,801010.SI,801016.SI,850113.SI
601126.SH,801730.SI,801732.SI,857321.SI
601127.SH,801880.SI,801094.SI,850911.SI
601128.SH,801780.SI,801192.SI,851911.SI
601137.SH,801050.SI,801055.SI,850552.SI
601138.SH,801080.SI,801085.SI,850851.SI
601139.SH,801160.SI,801163.SI,851631.SI
601155.SH,801180.SI,801181.SI,851811.SI
601158.SH,801160.SI,801164.SI,851621.SI
601162.SH,801790.SI,801193.SI,851931.SI
601163.SH,801030.SI,801037.SI,850361.SI
601166.SH,801780.SI,801192.SI,851911.SI
601168.SH,801050.SI,801055.SI,850553.SI
601169.SH,801780.SI,801192.SI,851911.SI
601177.SH,801890.SI,801072.SI,850712.SI
601179.SH,801730.SI,801734.SI,857341.SI
601186.SH,801720.SI,801723.SI,857234.SI
601188.SH,801170.SI,801175.SI,851731.SI
601198.SH,801790.SI,801193.SI,851931.SI
601199.SH,801160.SI,801164.SI,851621.SI
601200.SH,801160.SI,801162.SI,851641.SI
601208.SH,801030.SI,801036.SI,850351.SI
601211.SH,801790.SI,801193.SI,851931.SI
601212.SH,801050.SI,801055.SI,850552.SI
601216.SH,801030.SI,801033.SI,850322.SI
601218.SH,801730.SI,801733.SI,857332.SI
601222.SH,801730.SI,801732.SI,857323.SI
601225.SH,801020.SI,801021.SI,850221.SI
601226.SH,801720.SI,801724.SI,857244.SI
601228.SH,801170.SI,801171.SI,851711.SI
601229.SH,801780.SI,801192.SI,851911.SI
601231.SH,801080.SI,801085.SI,850852.SI
601233.SH,801030.SI,801032.SI,850341.SI
601236.SH,801790.SI,801193.SI,851931.SI
601238.SH,801880.SI,801094.SI,850911.SI
601258.SH,801880.SI,801092.SI,850941.SI
601288.SH,801780.SI,801192.SI,851911.SI
601298.SH,801170.SI,801171.SI,851711.SI
601311.SH,801880.SI,801093.SI,850921.SI
601318.SH,801790.SI,801194.SI,851941.SI
601319.SH,801790.SI,801194.SI,851941.SI
601326.SH,801170.SI,801171.SI,851711.SI
601328.SH,801780.SI,801192.SI,851911.SI
601330.SH,801160.SI,801162.SI,851641.SI
601333.SH,801170.SI,801177.SI,851771.SI
601336.SH,801790.SI,801194.SI,851941.SI
601339.SH,801130.SI,801131.SI,851312.SI
601360.SH,801750.SI,801222.SI,852225.SI
601366.SH,801200.SI,801203.SI,852033.SI
601368.SH,801160.SI,801164.SI,851621.SI
601369.SH,801890.SI,801072.SI,850716.SI
601375.SH,801790.SI,801193.SI,851931.SI
601377.SH,801790.SI,801193.SI,851931.SI
601388.SH,801050.SI,801055.SI,850551.SI
601390.SH,801720.SI,801723.SI,857234.SI
601398.SH,801780.SI,801192.SI,851911.SI
601500.SH,801030.SI,801037.SI,850361.SI
601512.SH,801180.SI,801182.SI,851821.SI
601515.SH,801140.SI,801141.SI,851421.SI
601518.SH,801170.SI,801175.SI,851731.SI
601519.SH,801750.SI,801222.SI,852225.SI
601555.SH,801790.SI,801193.SI,851931.SI
601558.SH,NaN,NaN,NaN
601566.SH,801130.SI,801132.SI,851322.SI
601567.SH,801730.SI,801732.SI,857323.SI
601577.SH,801780.SI,801192.SI,851911.SI
601579.SH,801120.SI,801123.SI,851236.SI
601588.SH,801180.SI,801181.SI,851811.SI
601595.SH,801760.SI,801761.SI,852242.SI
601598.SH,801170.SI,801178.SI,851781.SI
601599.SH,801760.SI,801761.SI,852242.SI
601600.SH,801050.SI,801055.SI,850551.SI
601601.SH,801790.SI,801194.SI,851941.SI
601606.SH,801740.SI,801743.SI,857431.SI
601607.SH,801150.SI,801154.SI,851541.SI
601608.SH,801890.SI,801074.SI,850724.SI
601609.SH,801050.SI,801055.SI,850552.SI
601611.SH,801720.SI,801723.SI,857235.SI
601615.SH,801730.SI,801733.SI,857332.SI
601616.SH,801730.SI,801734.SI,857342.SI
601618.SH,801720.SI,801724.SI,857244.SI
601619.SH,801160.SI,801161.SI,851615.SI
601628.SH,801790.SI,801194.SI,851941.SI
601633.SH,801880.SI,801094.SI,850911.SI
601636.SH,801710.SI,801712.SI,850611.SI
601658.SH,801780.SI,801192.SI,851911.SI
601666.SH,801020.SI,801021.SI,850221.SI
601668.SH,801720.SI,801721.SI,850623.SI
601669.SH,801720.SI,801723.SI,857233.SI
601677.SH,801050.SI,801055.SI,850551.SI
601678.SH,801030.SI,801033.SI,850322.SI
601688.SH,801790.SI,801193.SI,851931.SI
601689.SH,801880.SI,801093.SI,850921.SI
601696.SH,801790.SI,801193.SI,851931.SI
601698.SH,801740.SI,801741.SI,857411.SI
601699.SH,801020.SI,801021.SI,850221.SI
601700.SH,801730.SI,801734.SI,857344.SI
601717.SH,801880.SI,801093.SI,850921.SI
601718.SH,801130.SI,801132.SI,851327.SI
601727.SH,801730.SI,801733.SI,857331.SI
601766.SH,801890.SI,801076.SI,850936.SI
601777.SH,801880.SI,801094.SI,850911.SI
601778.SH,801160.SI,801161.SI,851615.SI
601788.SH,801790.SI,801193.SI,851931.SI
601789.SH,801720.SI,801721.SI,850623.SI
601798.SH,801890.SI,801074.SI,850725.SI
601799.SH,801880.SI,801093.SI,850921.SI
601800.SH,801720.SI,801723.SI,857232.SI
601801.SH,801760.SI,801761.SI,852241.SI
601808.SH,801020.SI,801024.SI,850241.SI
601811.SH,801760.SI,801761.SI,852241.SI
601816.SH,801170.SI,801177.SI,851771.SI
601818.SH,801780.SI,801192.SI,851911.SI
601828.SH,801200.SI,801205.SI,852052.SI
601838.SH,801780.SI,801192.SI,851911.SI
601857.SH,801020.SI,801023.SI,850211.SI
601858.SH,801760.SI,801761.SI,852241.SI
601860.SH,801780.SI,801192.SI,851911.SI
601865.SH,801710.SI,801712.SI,850611.SI
601866.SH,801170.SI,801176.SI,851761.SI
601869.SH,801770.SI,801102.SI,851013.SI
601872.SH,801170.SI,801176.SI,851761.SI
601877.SH,801730.SI,801734.SI,857343.SI
601878.SH,801790.SI,801193.SI,851931.SI
601880.SH,801170.SI,801171.SI,851711.SI
601881.SH,801790.SI,801193.SI,851931.SI
601882.SH,801890.SI,801072.SI,850711.SI
601886.SH,801720.SI,801722.SI,857221.SI
601888.SH,801210.SI,801214.SI,852131.SI
601890.SH,801740.SI,801744.SI,850935.SI
601898.SH,801020.SI,801021.SI,850221.SI
601899.SH,801050.SI,801053.SI,850531.SI
601900.SH,801760.SI,801761.SI,852241.SI
601901.SH,801790.SI,801193.SI,851931.SI
601908.SH,801730.SI,801733.SI,857333.SI
601916.SH,801780.SI,801192.SI,851911.SI
601918.SH,801020.SI,801021.SI,850221.SI
601919.SH,801170.SI,801176.SI,851761.SI
601928.SH,801760.SI,801761.SI,852241.SI
601929.SH,801760.SI,801761.SI,852224.SI
601933.SH,801200.SI,801203.SI,852032.SI
601939.SH,801780.SI,801192.SI,851911.SI
601949.SH,801760.SI,801761.SI,852241.SI
601952.SH,801010.SI,801016.SI,850112.SI
601958.SH,801050.SI,801054.SI,850544.SI
601965.SH,801880.SI,801092.SI,850941.SI
601966.SH,801030.SI,801037.SI,850361.SI
601968.SH,801140.SI,801141.SI,851421.SI
601969.SH,801020.SI,801022.SI,850231.SI
601975.SH,801170.SI,801176.SI,851761.SI
601985.SH,801160.SI,801161.SI,851615.SI
601988.SH,801780.SI,801192.SI,851911.SI
601989.SH,801740.SI,801744.SI,850935.SI
601990.SH,801790.SI,801193.SI,851931.SI
601991.SH,801160.SI,801161.SI,851611.SI
601992.SH,801710.SI,801711.SI,850612.SI
601996.SH,801140.SI,801142.SI,851432.SI
601997.SH,801780.SI,801192.SI,851911.SI
601998.SH,801780.SI,801192.SI,851911.SI
601999.SH,801760.SI,801761.SI,852241.SI
603000.SH,801760.SI,801752.SI,852221.SI
603001.SH,801130.SI,801132.SI,851325.SI
603002.SH,801030.SI,801034.SI,850339.SI
603003.SH,801050.SI,801055.SI,850552.SI
603005.SH,801080.SI,801081.SI,850811.SI
603006.SH,801880.SI,801093.SI,850921.SI
603007.SH,801720.SI,801725.SI,857251.SI
603008.SH,801140.SI,801142.SI,851432.SI
603009.SH,801880.SI,801093.SI,850921.SI
603010.SH,801030.SI,801034.SI,850339.SI
603011.SH,801890.SI,801074.SI,850727.SI
603012.SH,801890.SI,801074.SI,850725.SI
603013.SH,801880.SI,801093.SI,850921.SI
603015.SH,801730.SI,801732.SI,857322.SI
603016.SH,801730.SI,801734.SI,857343.SI
603017.SH,801720.SI,801721.SI,850623.SI
603018.SH,801720.SI,801723.SI,857232.SI
603019.SH,801750.SI,801101.SI,851021.SI
603020.SH,801120.SI,801124.SI,851244.SI
603021.SH,801140.SI,801142.SI,851433.SI
603022.SH,801140.SI,801141.SI,851421.SI
603023.SH,801880.SI,801093.SI,850921.SI
603025.SH,801730.SI,801732.SI,857322.SI
603026.SH,801030.SI,801034.SI,850372.SI
603027.SH,801120.SI,801124.SI,851242.SI
603028.SH,801890.SI,801075.SI,850751.SI
603029.SH,801890.SI,801074.SI,850727.SI
603030.SH,801720.SI,801722.SI,857221.SI
603031.SH,801200.SI,801203.SI,852032.SI
603032.SH,801170.SI,801172.SI,851721.SI
603033.SH,801030.SI,801037.SI,850362.SI
603035.SH,801880.SI,801093.SI,850921.SI
603036.SH,801890.SI,801074.SI,850725.SI
603037.SH,801880.SI,801093.SI,850921.SI
603038.SH,801710.SI,801713.SI,850614.SI
603039.SH,801750.SI,801222.SI,852225.SI
603040.SH,801880.SI,801093.SI,850921.SI
603041.SH,801030.SI,801034.SI,850372.SI
603042.SH,801770.SI,801102.SI,851013.SI
603043.SH,801120.SI,801124.SI,851244.SI
603045.SH,801050.SI,801051.SI,850521.SI
603050.SH,801730.SI,801732.SI,857321.SI
603053.SH,801160.SI,801163.SI,851631.SI
603055.SH,801130.SI,801131.SI,851316.SI
603056.SH,801170.SI,801178.SI,851781.SI
603058.SH,801140.SI,801141.SI,851421.SI
603059.SH,801140.SI,801142.SI,851433.SI
603060.SH,801230.SI,801231.SI,852311.SI
603063.SH,801730.SI,801732.SI,857322.SI
603066.SH,801170.SI,801178.SI,851781.SI
603067.SH,801030.SI,801033.SI,850323.SI
603068.SH,801080.SI,801081.SI,850811.SI
603069.SH,801170.SI,801172.SI,851721.SI
603076.SH,801890.SI,801074.SI,850727.SI
603077.SH,801030.SI,801033.SI,850321.SI
603078.SH,801030.SI,801034.SI,850339.SI
603079.SH,801150.SI,801151.SI,851511.SI
603080.SH,801160.SI,801163.SI,851631.SI
603081.SH,801720.SI,801722.SI,857221.SI
603083.SH,801770.SI,801102.SI,851013.SI
603085.SH,801880.SI,801093.SI,850921.SI
603086.SH,801030.SI,801034.SI,850333.SI
603088.SH,801890.SI,801072.SI,850711.SI
603089.SH,801880.SI,801093.SI,850921.SI
603090.SH,801890.SI,801072.SI,850716.SI
603093.SH,801790.SI,801191.SI,851921.SI
603095.SH,801890.SI,801074.SI,850721.SI
603096.SH,801760.SI,801761.SI,852241.SI
603098.SH,801720.SI,801724.SI,857241.SI
603099.SH,801210.SI,801212.SI,852112.SI
603100.SH,801730.SI,801732.SI,857323.SI
603101.SH,801200.SI,801203.SI,852031.SI
603103.SH,801760.SI,801761.SI,852242.SI
603105.SH,801730.SI,801733.SI,857333.SI
603106.SH,801750.SI,801101.SI,851021.SI
603108.SH,801150.SI,801156.SI,851561.SI
603109.SH,801880.SI,801093.SI,850921.SI
603110.SH,801030.SI,801034.SI,850335.SI
603111.SH,801890.SI,801076.SI,850936.SI
603113.SH,801020.SI,801021.SI,850222.SI
603115.SH,801050.SI,801055.SI,850551.SI
603116.SH,801130.SI,801132.SI,851325.SI
603117.SH,801170.SI,801178.SI,851781.SI
603118.SH,801770.SI,801102.SI,851012.SI
603121.SH,801880.SI,801093.SI,850921.SI
603123.SH,801200.SI,801203.SI,852031.SI
603126.SH,801160.SI,801162.SI,851641.SI
603127.SH,801150.SI,801156.SI,851561.SI
603128.SH,801170.SI,801178.SI,851781.SI
603129.SH,801880.SI,801881.SI,858811.SI
603131.SH,801890.SI,801072.SI,850716.SI
603133.SH,801030.SI,801034.SI,850339.SI
603136.SH,801210.SI,801212.SI,852112.SI
603138.SH,801750.SI,801222.SI,852226.SI
603139.SH,801150.SI,801155.SI,851521.SI
603156.SH,801120.SI,801123.SI,851234.SI
603157.SH,801130.SI,801132.SI,851323.SI
603158.SH,801880.SI,801093.SI,850921.SI
603159.SH,801890.SI,801074.SI,850727.SI
603160.SH,801080.SI,801081.SI,850811.SI
603161.SH,801880.SI,801093.SI,850921.SI
603165.SH,801140.SI,801143.SI,851411.SI
603166.SH,801880.SI,801093.SI,850921.SI
603167.SH,801170.SI,801176.SI,851761.SI
603168.SH,801150.SI,801151.SI,851512.SI
603169.SH,801890.SI,801074.SI,850725.SI
603177.SH,801160.SI,801162.SI,851641.SI
603178.SH,801880.SI,801093.SI,850921.SI
603179.SH,801880.SI,801093.SI,850921.SI
603180.SH,801140.SI,801142.SI,851432.SI
603181.SH,801030.SI,801034.SI,850339.SI
603183.SH,801230.SI,801231.SI,852311.SI
603185.SH,801890.SI,801074.SI,850727.SI
603186.SH,801080.SI,801083.SI,850822.SI
603187.SH,801890.SI,801072.SI,850715.SI
603188.SH,801030.SI,801034.SI,850338.SI
603189.SH,801750.SI,801222.SI,852225.SI
603192.SH,801030.SI,801034.SI,850372.SI
603195.SH,801140.SI,801142.SI,851433.SI
603196.SH,801130.SI,801132.SI,851323.SI
603197.SH,801880.SI,801093.SI,850921.SI
603198.SH,801120.SI,801123.SI,851231.SI
603199.SH,801210.SI,801212.SI,852112.SI
603200.SH,801160.SI,801162.SI,851641.SI
603203.SH,801890.SI,801074.SI,850727.SI
603208.SH,801140.SI,801142.SI,851432.SI
603212.SH,801730.SI,801733.SI,857333.SI
603214.SH,801200.SI,801204.SI,852041.SI
603217.SH,801030.SI,801034.SI,850339.SI
603218.SH,801730.SI,801733.SI,857332.SI
603220.SH,801770.SI,801102.SI,851014.SI
603221.SH,801140.SI,801142.SI,851432.SI
603222.SH,801150.SI,801151.SI,851512.SI
603223.SH,801170.SI,801178.SI,851781.SI
603225.SH,801030.SI,801032.SI,850341.SI
603226.SH,801140.SI,801142.SI,851432.SI
603227.SH,801030.SI,801034.SI,850337.SI
603228.SH,801080.SI,801083.SI,850822.SI
603229.SH,801150.SI,801151.SI,851511.SI
603232.SH,801750.SI,801222.SI,852225.SI
603233.SH,801150.SI,801154.SI,851541.SI
603236.SH,801770.SI,801102.SI,851012.SI
603238.SH,801130.SI,801131.SI,851316.SI
603239.SH,801880.SI,801093.SI,850921.SI
603256.SH,801030.SI,801034.SI,850373.SI
603258.SH,801760.SI,801752.SI,852222.SI
603259.SH,801150.SI,801156.SI,851561.SI
603260.SH,801050.SI,801051.SI,850523.SI
603266.SH,801030.SI,801036.SI,850351.SI
603267.SH,801080.SI,801083.SI,850823.SI
603268.SH,801140.SI,801142.SI,851433.SI
603269.SH,801890.SI,801072.SI,850716.SI
603277.SH,801890.SI,801072.SI,850715.SI
603278.SH,801890.SI,801075.SI,850751.SI
603279.SH,801890.SI,801074.SI,850729.SI
603283.SH,801890.SI,801074.SI,850727.SI
603286.SH,801880.SI,801093.SI,850921.SI
603288.SH,801120.SI,801124.SI,851242.SI
603289.SH,801890.SI,801074.SI,850727.SI
603290.SH,801080.SI,801081.SI,850811.SI
603297.SH,801080.SI,801084.SI,850833.SI
603298.SH,801890.SI,801074.SI,850722.SI
603299.SH,801030.SI,801033.SI,850322.SI
603300.SH,801790.SI,801191.SI,851921.SI
603301.SH,801150.SI,801153.SI,851551.SI
603303.SH,801080.SI,801084.SI,850832.SI
603305.SH,801880.SI,801093.SI,850921.SI
603306.SH,801880.SI,801093.SI,850921.SI
603308.SH,801890.SI,801072.SI,850712.SI
603309.SH,801150.SI,801153.SI,851551.SI
603311.SH,801890.SI,801074.SI,850729.SI
603313.SH,801140.SI,801142.SI,851432.SI
603315.SH,801890.SI,801072.SI,850712.SI
603316.SH,801720.SI,801725.SI,857251.SI
603317.SH,801120.SI,801124.SI,851242.SI
603318.SH,801890.SI,801074.SI,850727.SI
603319.SH,801880.SI,801093.SI,850921.SI
603320.SH,801730.SI,801731.SI,850741.SI
603321.SH,801890.SI,801074.SI,850728.SI
603322.SH,801770.SI,801102.SI,851014.SI
603323.SH,801780.SI,801192.SI,851911.SI
603326.SH,801140.SI,801142.SI,851432.SI
603327.SH,801080.SI,801085.SI,850852.SI
603328.SH,801080.SI,801083.SI,850822.SI
603329.SH,801170.SI,801178.SI,851781.SI
603330.SH,801030.SI,801034.SI,850372.SI
603331.SH,801890.SI,801072.SI,850716.SI
603332.SH,801030.SI,801032.SI,850341.SI
603333.SH,801730.SI,801734.SI,857344.SI
603335.SH,801880.SI,801093.SI,850921.SI
603336.SH,801010.SI,801016.SI,850113.SI
603337.SH,801890.SI,801074.SI,850727.SI
603338.SH,801890.SI,801074.SI,850727.SI
603339.SH,801890.SI,801072.SI,850715.SI
603345.SH,801120.SI,801124.SI,851244.SI
603348.SH,801880.SI,801093.SI,850921.SI
603351.SH,801150.SI,801151.SI,851511.SI
603353.SH,801030.SI,801035.SI,850313.SI
603355.SH,801110.SI,801111.SI,851114.SI
603356.SH,801890.SI,801074.SI,850728.SI
603357.SH,801720.SI,801723.SI,857232.SI
603358.SH,801880.SI,801093.SI,850921.SI
603359.SH,801720.SI,801725.SI,857251.SI
603360.SH,801030.SI,801034.SI,850333.SI
603363.SH,801010.SI,801014.SI,850141.SI
603365.SH,801130.SI,801132.SI,851326.SI
603366.SH,801110.SI,801111.SI,851115.SI
603367.SH,801150.SI,801153.SI,851551.SI
603368.SH,801150.SI,801154.SI,851541.SI
603369.SH,801120.SI,801123.SI,851231.SI
603377.SH,801880.SI,801092.SI,850941.SI
603378.SH,801030.SI,801034.SI,850335.SI
603379.SH,801030.SI,801034.SI,850382.SI
603380.SH,801080.SI,801085.SI,850852.SI
603383.SH,801750.SI,801222.SI,852225.SI
603385.SH,801140.SI,801142.SI,851433.SI
603386.SH,801080.SI,801083.SI,850822.SI
603387.SH,801150.SI,801153.SI,851551.SI
603388.SH,801720.SI,801725.SI,857251.SI
603389.SH,801140.SI,801142.SI,851432.SI
603390.SH,801880.SI,801093.SI,850921.SI
603392.SH,801150.SI,801153.SI,851551.SI
603393.SH,801160.SI,801163.SI,851631.SI
603396.SH,801730.SI,801733.SI,857333.SI
603398.SH,801140.SI,801142.SI,851435.SI
603399.SH,801050.SI,801054.SI,850544.SI
603416.SH,801730.SI,801732.SI,857322.SI
603421.SH,801770.SI,801102.SI,851012.SI
603429.SH,801140.SI,801141.SI,851421.SI
603439.SH,801150.SI,801155.SI,851521.SI
603444.SH,801760.SI,801752.SI,852222.SI
603456.SH,801150.SI,801151.SI,851511.SI
603458.SH,801720.SI,801723.SI,857232.SI
603466.SH,801720.SI,801722.SI,857221.SI
603477.SH,801130.SI,801131.SI,851315.SI
603486.SH,801890.SI,801072.SI,850716.SI
603488.SH,801890.SI,801074.SI,850728.SI
603489.SH,801730.SI,801731.SI,850741.SI
603496.SH,801750.SI,801101.SI,851021.SI
603499.SH,801140.SI,801141.SI,851421.SI
603500.SH,801890.SI,801076.SI,850936.SI
603501.SH,801080.SI,801081.SI,850811.SI
603505.SH,801020.SI,801022.SI,850231.SI
603506.SH,801180.SI,801181.SI,851811.SI
603507.SH,801730.SI,801733.SI,857332.SI
603508.SH,801750.SI,801222.SI,852226.SI
603515.SH,801080.SI,801084.SI,850832.SI
603516.SH,801750.SI,801101.SI,851021.SI
603517.SH,801120.SI,801124.SI,851244.SI
603518.SH,801130.SI,801132.SI,851323.SI
603519.SH,801110.SI,801111.SI,851115.SI
603520.SH,801150.SI,801151.SI,851511.SI
603527.SH,801050.SI,801055.SI,850552.SI
603528.SH,801750.SI,801222.SI,852225.SI
603530.SH,801730.SI,801734.SI,857344.SI
603533.SH,801760.SI,801752.SI,852222.SI
603535.SH,801170.SI,801178.SI,851781.SI
603536.SH,801120.SI,801124.SI,851244.SI
603538.SH,801150.SI,801151.SI,851511.SI
603551.SH,801890.SI,801074.SI,850727.SI
603555.SH,801130.SI,801132.SI,851324.SI
603556.SH,801890.SI,801073.SI,850731.SI
603557.SH,801130.SI,801132.SI,851325.SI
603558.SH,801130.SI,801132.SI,851327.SI
603559.SH,801770.SI,801102.SI,851014.SI
603566.SH,801010.SI,801018.SI,850181.SI
603567.SH,801150.SI,801155.SI,851521.SI
603568.SH,801160.SI,801162.SI,851641.SI
603569.SH,801170.SI,801178.SI,851781.SI
603577.SH,801730.SI,801734.SI,857344.SI
603578.SH,801110.SI,801111.SI,851115.SI
603579.SH,801110.SI,801111.SI,851114.SI
603580.SH,801030.SI,801036.SI,850351.SI
603583.SH,801730.SI,801732.SI,857322.SI
603585.SH,801030.SI,801034.SI,850333.SI
603586.SH,801880.SI,801093.SI,850921.SI
603587.SH,801130.SI,801132.SI,851323.SI
603588.SH,801160.SI,801162.SI,851641.SI
603589.SH,801120.SI,801123.SI,851231.SI
603590.SH,801150.SI,801152.SI,851531.SI
603595.SH,801080.SI,801082.SI,850841.SI
603596.SH,801880.SI,801093.SI,850921.SI
603598.SH,801760.SI,801751.SI,852243.SI
603599.SH,801030.SI,801034.SI,850333.SI
603600.SH,801140.SI,801142.SI,851432.SI
603601.SH,801030.SI,801034.SI,850373.SI
603602.SH,801770.SI,801102.SI,851014.SI
603603.SH,801160.SI,801162.SI,851641.SI
603605.SH,801030.SI,801034.SI,850334.SI
603606.SH,801730.SI,801734.SI,857344.SI
603607.SH,801140.SI,801141.SI,851421.SI
603608.SH,801130.SI,801132.SI,851325.SI
603609.SH,801010.SI,801014.SI,850141.SI
603610.SH,801140.SI,801142.SI,851432.SI
603611.SH,801890.SI,801074.SI,850722.SI
603612.SH,801050.SI,801051.SI,850523.SI
603613.SH,801760.SI,801752.SI,852221.SI
603615.SH,801030.SI,801036.SI,850351.SI
603616.SH,801710.SI,801713.SI,850616.SI
603617.SH,801890.SI,801072.SI,850716.SI
603618.SH,801730.SI,801734.SI,857344.SI
603619.SH,801020.SI,801024.SI,850241.SI
603626.SH,801890.SI,801075.SI,850751.SI
603628.SH,801730.SI,801733.SI,857333.SI
603629.SH,801080.SI,801085.SI,850852.SI
603630.SH,801030.SI,801034.SI,850334.SI
603633.SH,801080.SI,801085.SI,850852.SI
603636.SH,801750.SI,801222.SI,852226.SI
603637.SH,801720.SI,801724.SI,857242.SI
603638.SH,801890.SI,801074.SI,850727.SI
603639.SH,801030.SI,801034.SI,850333.SI
603648.SH,801170.SI,801178.SI,851781.SI
603650.SH,801030.SI,801034.SI,850339.SI
603655.SH,801880.SI,801093.SI,850921.SI
603656.SH,801890.SI,801074.SI,850727.SI
603657.SH,801110.SI,801111.SI,851115.SI
603658.SH,801150.SI,801153.SI,851551.SI
603659.SH,801080.SI,801082.SI,850841.SI
603660.SH,801750.SI,801101.SI,851021.SI
603661.SH,801140.SI,801142.SI,851432.SI
603662.SH,801890.SI,801073.SI,850731.SI
603663.SH,801050.SI,801054.SI,850544.SI
603665.SH,801130.SI,801132.SI,851327.SI
603666.SH,801890.SI,801072.SI,850716.SI
603667.SH,801890.SI,801072.SI,850712.SI
603668.SH,801010.SI,801014.SI,850141.SI
603669.SH,801150.SI,801151.SI,851512.SI
603676.SH,801150.SI,801151.SI,851512.SI
603677.SH,801110.SI,801111.SI,851115.SI
603678.SH,801080.SI,801083.SI,850823.SI
603679.SH,801080.SI,801084.SI,850832.SI
603680.SH,801890.SI,801076.SI,850936.SI
